Customer OpCo,Customer #,Customer Name,Address,City,State,Zip Code,Invoice Date,Invoice Number,Invoice Order Number,Invoice Type,PO Number,Route Number,Route Stop Number,Invoice Subtotal,Invoice Discount,Invoice Charges Fees,Invoice Total Tax,Invoice Total,Total Qty Ordered,Total Qty Shipped,Vendor #,Manufacturer Name,Manufacturer Product #,Category/Class,GTIN,Product #,Custom Product Number,Product Description,Custom Product Description,Brand,Pack Size,UOM,Printed Sequence,Net Price,Qty Ordered,Qty Shipped,Weight,Unit Price,Ext. Price
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/4/2026,675903,,Invoice,,3709,050,505.17,,0.00,3.01,508.18,12,12,4097,Ruby - West Coast Buy,100533 PK,Produce,10806795418719,NH688,,Lettuce Romaine Hearts Fresh,,Peak Fresh Produce,12/3 Cnt,CS,7,42.31,1,1,,42.31,42.31
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/4/2026,675903,,Invoice,,3709,050,505.17,,0.00,3.01,508.18,12,12,2242,Kettle Cuisine Lynn,700029,Fzn Prepared,00667978014158,L9344,,Soup Italian Wedding Ready To Use Refrigerated,,Kettle Cuisine,2/8 Lb,CS,8,40.38,1,1,,40.38,40.38
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,2/4/2026,675903,,Invoice,,3709,050,505.17,,0.00,3.01,508.18,12,12,1233,Miscellaneous Vendor,,ZZZ_Non-Items,,F4794,,Fuel Surcharge,,Packer,1/1 Cnt,CS,9,7.50,1,1,,7.50,7.50
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/29/2026,670055,,Invoice,,4701,020,181.33,,0.00,0.00,181.33,1,1,10002292,Ipap Rantoul Foods,38701,Pork,90806795623201,RL750,,Pork Butt Boneless 1/4" Trim Cryovac Prop12 And Maq3 Compliant 4 Pack Of 2 Refrigerated,,West Creek,8/8.37Lb,CS,1,2.76,1,1,65.7000,2.76,181.33
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/22/2026,662739,,Invoice,,4709,130,191.36,,0.00,0.00,191.36,1,1,10002292,Ipap Rantoul Foods,38701,Pork,90806795623201,RL750,,Pork Butt Boneless 1/4" Trim Cryovac Prop12 And Maq3 Compliant 4 Pack Of 2 Refrigerated,,West Creek,8/8.37Lb,CS,1,2.81,1,1,68.1000,2.81,191.36
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/21/2026,661122,,Invoice,,3709,020,896.14,,0.00,4.87,901.01,16,16,7033,Otis Mcallister,6795511892,Commodity Grocery,10806795511892,DV400,,Rice Jasmine Thai,,Asian Pride,1/20 Lb,CS,1,26.37,1,1,,26.37,26.37
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/21/2026,661122,,Invoice,,3709,020,896.14,,0.00,4.87,901.01,16,16,4858,Aladdin Bakers *,337801,Bakery Frozen,00806795426458,CP912,,Tortilla Flour Plain 12" Grilled Grillmarked,,Piancone,6/12 Cnt,CS,2,25.77,1,1,,25.77,25.77
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/21/2026,661122,,Invoice,,3709,020,896.14,,0.00,4.87,901.01,16,16,3998,Ruby - Northeast Produce,878065,Produce,00806795025576,FD254,,Tomato 5X6 Fresh,,Peak Fresh Produce,1/25 Lb,CS,3,22.27,1,1,,22.27,22.27
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/21/2026,661122,,Invoice,,3709,020,896.14,,0.00,4.87,901.01,16,16,4181,Professional Disposales,P56784,Disposables,20310819991050,BV650,,Wipes No Rinse Xl Canister Sani-Wipe,,Sani Professional,6/95 Cnt,CS,4,45.36,1,1,,45.36,45.36
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/21/2026,661122,,Invoice,,3709,020,896.14,,0.00,4.87,901.01,16,16,2648,Ok Foods,33060,Poultry,10721952330607,NT696,,Chicken Tender Fritter Golden Ready To Cook 2.7 Ounce Frozen,,Ok Foods,2/5 Lb,CS,6,38.56,2,2,,38.56,77.12
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/21/2026,661122,,Invoice,,3709,020,896.14,,0.00,4.87,901.01,16,16,5652,Koch Foods Of Miss Fz,1249,Poultry,00695767012498,M9022,,Chicken Breast Fillet Breaded Seasoned Average 6 Ounce Prebrowned Frozen,,Koch Foods,2/5 Lb,CS,7,40.38,2,2,,40.38,80.76
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/21/2026,661122,,Invoice,,3709,020,896.14,,0.00,4.87,901.01,16,16,1605,Wayne Farms Foodsrvc,15138,Poultry,10038483259087,ABK40,,Chicken Wing Split Steamed Fully Cooked Frozen,,Fly N Saucers,6/5 Lb,CS,8,138.33,2,2,,138.33,276.66
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/21/2026,661122,,Invoice,,3709,020,896.14,,0.00,4.87,901.01,16,16,6377,Zf America,,Seafood,00815261012361,WD830,,COD Fillet 10-12 Ounce Individually Quick Frozen Longline Atlantic Frozen,,Ocean Majestic,1/10 Lb,CS,9,75.37,3,3,,75.37,226.11
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/21/2026,661122,,Invoice,,3709,020,896.14,,0.00,4.87,901.01,16,16,3859,Ruby - Calavo Growers,22614,Produce,70016563226145,22614,,Avocado Hass #2 Ripe Fresh,,Good Roots Produce,1/48 Cnt,CS,10,36.09,1,1,,36.09,36.09
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/21/2026,661122,,Invoice,,3709,020,896.14,,0.00,4.87,901.01,16,16,4097,Ruby - West Coast Buy,100533 PK,Produce,10806795418719,NH688,,Lettuce Romaine Hearts Fresh,,Peak Fresh Produce,12/3 Cnt,CS,11,39.55,1,1,,39.55,39.55
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/21/2026,661122,,Invoice,,3709,020,896.14,,0.00,4.87,901.01,16,16,5043,Callico Distributors,5055,Disposables,,NC106,,Paper Butcher 24"X800' Roll Brown,,American Twine & Paper Co,1/Cnt,CS,12,32.58,1,1,,32.58,32.58
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/21/2026,661122,,Invoice,,3709,020,896.14,,0.00,4.87,901.01,16,16,1233,Miscellaneous Vendor,,ZZZ_Non-Items,,F4794,,Fuel Surcharge,,Packer,1/1 Cnt,CS,13,7.50,1,1,,7.50,7.50
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/14/2026,654085,,Invoice,,3709,030,721.08,,0.00,5.74,726.82,15,15,4858,Aladdin Bakers *,337801,Bakery Frozen,00806795426458,CP912,,Tortilla Flour Plain 12" Grilled Grillmarked,,Piancone,6/12 Cnt,CS,1,25.76,1,1,,25.76,25.76
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/14/2026,654085,,Invoice,,3709,030,721.08,,0.00,5.74,726.82,15,15,2550,National Checking,7313-PROPAK,Disposables,00822486157920,28078,,Paper Register Thermal 3.13"X200' 1 Ply White,,Propak,1/50 Rl,CS,2,91.77,1,1,,91.77,91.77
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/14/2026,654085,,Invoice,,3709,030,721.08,,0.00,5.74,726.82,15,15,2648,Ok Foods,33060,Poultry,10721952330607,NT696,,Chicken Tender Fritter Golden Ready To Cook 2.7 Ounce Frozen,,Ok Foods,2/5 Lb,CS,3,38.56,2,2,,38.56,77.12
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/14/2026,654085,,Invoice,,3709,030,721.08,,0.00,5.74,726.82,15,15,5652,Koch Foods Of Miss Fz,1249,Poultry,00695767012498,M9022,,Chicken Breast Fillet Breaded Seasoned Average 6 Ounce Prebrowned Frozen,,Koch Foods,2/5 Lb,CS,4,40.38,2,2,,40.38,80.76
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/14/2026,654085,,Invoice,,3709,030,721.08,,0.00,5.74,726.82,15,15,4929,Bimbo Bakehouse,117875,Bakery Frozen,10048001940502,65350,,Muffin English Sandwich 4" Original Baked Thaw & Serve Frozen,,Thomas,48/3 Oz,CS,5,28.17,4,4,,28.17,112.68
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/14/2026,654085,,Invoice,,3709,030,721.08,,0.00,5.74,726.82,15,15,3388,Catelli Brothers,7130,Beef,00806795606584,JV320,,Meatball Meatloaf Mix Beef Pork Veal Frozen,,Roma,5/2 Lb,CS,6,61.81,1,1,,61.81,61.81
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/14/2026,654085,,Invoice,,3709,030,721.08,,0.00,5.74,726.82,15,15,2242,Kettle Cuisine Lynn,702562,Fzn Prepared,10806795560166,EC052,,Chowder Clam New England Frozen,,Delancey Street Deli,4/4 Lb,CS,7,70.56,1,1,,70.56,70.56
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/14/2026,654085,,Invoice,,3709,030,721.08,,0.00,5.74,726.82,15,15,4501,Ipap - Great Lakes Cheese,158813,Cheese & Dairy,10806795004806,DV206,,Cheese Cheddar Monterey Jack Feather Shredded 50/50 Refrigerated,,West Creek,4/5 Lb,CS,8,42.16,1,1,,42.16,42.16
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/14/2026,654085,,Invoice,,3709,030,721.08,,0.00,5.74,726.82,15,15,3678,Mrs Resslers Food Prod,114994,Beef,90806795434623,DA882,,Beef Top Round Roast Select Seasoned Refrigerated,,Roma,2/6-8 Lb,CS,9,6.83,1,1,12.1000,6.83,82.64
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/14/2026,654085,,Invoice,,3709,030,721.08,,0.00,5.74,726.82,15,15,5276,Old Neighborhood *,863,Deli Sliced Meats,90052294086201,AH138,,Pastrami Briskit Slice Black Refrigerated,,Old Neighborhood,4/2 Lb,CS,10,8.54,1,1,8.0000,8.54,68.32
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/14/2026,654085,,Invoice,,3709,030,721.08,,0.00,5.74,726.82,15,15,1233,Miscellaneous Vendor,,ZZZ_Non-Items,,F4794,,Fuel Surcharge,,Packer,1/1 Cnt,CS,11,7.50,1,1,,7.50,7.50
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/8/2026,648159,,Invoice,,4709,160,189.58,,0.00,0.00,189.58,1,1,10002292,Ipap Rantoul Foods,38701,Pork,90806795623201,RL750,,Pork Butt Boneless 1/4" Trim Cryovac Prop12 And Maq3 Compliant 4 Pack Of 2 Refrigerated,,West Creek,8/8.37Lb,CS,1,2.72,1,1,69.7000,2.72,189.58
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/7/2026,646600,,Invoice,,3709,020,584.15,,0.00,12.44,596.59,12,12,3998,Ruby - Northeast Produce,878065,Produce,00806795025576,FD254,,Tomato 5X6 Fresh,,Peak Fresh Produce,1/25 Lb,CS,1,22.86,1,1,,22.86,22.86
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/7/2026,646600,,Invoice,,3709,020,584.15,,0.00,12.44,596.59,12,12,4072,Ruby - Thomas Colace Comp,13688,Produce,00806795497281,13688,,Pepper Bell Green Medium #1 Fresh,,Peak Fresh Produce,1/5 Lb,CS,2,13.38,1,1,,13.38,13.38
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/7/2026,646600,,Invoice,,3709,020,584.15,,0.00,12.44,596.59,12,12,3248,Westrock Springfield Ma,215388,Disposables,,L1958,,Tray Fry 12X10x2 Corrugated White On Kraft For Absorbing Fry Oil,,Rock Tenn,1/50 Cnt,CS,3,37.36,1,1,,37.36,37.36
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/7/2026,646600,,Invoice,,3709,020,584.15,,0.00,12.44,596.59,12,12,4242,Ipap - Essity Professiona,883817,Disposables,10806795024408,DT292,,Napkin Dinner 15X16.25 White 1/8 Fold 2Ply,,First Mark,8/375Cnt,CS,4,66.76,1,1,,66.76,66.76
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/7/2026,646600,,Invoice,,3709,020,584.15,,0.00,12.44,596.59,12,12,4242,Ipap - Essity Professiona,KRT30A,Disposables,50601999992984,DR980,,Towel Roll 2 Ply Paper Kitchen 11X9 White Individually Wrapped,,Affex,30/84Cnt,CS,5,38.77,1,1,,38.77,38.77
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/7/2026,646600,,Invoice,,3709,020,584.15,,0.00,12.44,596.59,12,12,3905,Duro Hilex Poly LLC,87415,Disposables,00079594874151,HA212,,Bag Regal Shopper Paper 65 Pound 12X9x15.75 With Handle Kraft,,Duro Bag,200/1Cnt,CS,6,56.16,1,1,,56.16,56.16
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/7/2026,646600,,Invoice,,3709,020,584.15,,0.00,12.44,596.59,12,12,3388,Catelli Brothers,7130,Beef,00806795606584,JV320,,Meatball Meatloaf Mix Beef Pork Veal Frozen,,Roma,5/2 Lb,CS,7,61.81,1,1,,61.81,61.81
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/7/2026,646600,,Invoice,,3709,020,584.15,,0.00,12.44,596.59,12,12,2765,General Mills Plsby Fz*,105125000,Bakery Frozen,10094562051256,63832,,Dough Puff Pastry 5X5 Square Frozen,,Pillsbury,120/2 Oz,CS,8,70.06,1,1,,70.06,70.06
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/7/2026,646600,,Invoice,,3709,020,584.15,,0.00,12.44,596.59,12,12,3859,Ruby - Calavo Growers,22614,Produce,70016563226145,22614,,Avocado Hass #2 Ripe Fresh,,Good Roots Produce,1/48 Cnt,CS,10,31.84,1,1,,31.84,31.84
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/7/2026,646600,,Invoice,,3709,020,584.15,,0.00,12.44,596.59,12,12,4097,Ruby - West Coast Buy,100533 PK,Produce,10806795418719,NH688,,Lettuce Romaine Hearts Fresh,,Peak Fresh Produce,12/3 Cnt,CS,11,46.91,1,1,,46.91,46.91
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/7/2026,646600,,Invoice,,3709,020,584.15,,0.00,12.44,596.59,12,12,2134,Kens Foods,KG3263HG,Commodity Grocery,10041335366253,MP298,,Sauce Barbecue Korean Shelf Stable,,Kogi,4/65 Oz,CS,12,76.58,1,1,,76.58,76.58
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/7/2026,646600,,Invoice,,3709,020,584.15,,0.00,12.44,596.59,12,12,2242,Kettle Cuisine Lynn,700045,Fzn Prepared,00667978017159,L6098,,Soup Chicken Stew Pot Pie Filling Ready To Use Refrigerated,,Kettle Cuisine,2/8 Lb,CS,13,54.16,1,1,,54.16,54.16
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/7/2026,646600,,Invoice,,3709,020,584.15,,0.00,12.44,596.59,12,12,1233,Miscellaneous Vendor,,ZZZ_Non-Items,,F4794,,Fuel Surcharge,,Packer,1/1 Cnt,CS,14,7.50,1,1,,7.50,7.50
RFS Boston,09736,Red Nun Bar & Grill Chat,746 Main St,Chatham,MA,02633,1/2/2026,641950,,Invoice,,5709,210,185.23,,0.00,0.00,185.23,1,1,10002292,Ipap Rantoul Foods,38701,Pork,90806795623201,RL750,,Pork Butt Boneless 1/4" Trim Cryovac Prop12 And Maq3 Compliant 4 Pack Of 2 Refrigerated,,West Creek,8/8.37Lb,CS,1,2.72,1,1,68.1000,2.72,185.23
